	line	token	lemma	pos
559	103	Die	die	PD(type=d-p,position=free)
560	103	aldus	aldus	ADV(type=reg)
561	103	over	over	ADP(type=pre)
562	103	hoge	hoog	AA(degree=pos,position=prenom)
563	103	daet	daad	NOU-C(number=sg)
564	104	Jeghen	jegen	ADP(type=pre)
565	104	den	de	PD(type=d-p,subtype=art,position=prenom)
566	104	bisscop	bisschop	NOU-C(number=sg)
567	104	Coenraet	Koenraad	NOU-P
568	105	Tusschen	tussen	ADP(type=pre)
569	105	Mase	Maas	NOU-P
570	105	enten	en	CONJ(type=coor)
571	105	Rijn	Rijn	NOU-P
572	105	wrachte	werken	VRB(finiteness=fin,tense=past)
573	106	Ende	en	CONJ(type=coor)
574	106	nochtan	nochtan	ADV(type=reg)
575	106	weder	woeden	VRB(finiteness=fin,tense=past)
576	106	brachte	brengen	VRB(finiteness=fin,tense=past)
577	107	Onbestreden	onbestreden	AA(degree=pos,position=free)
578	107	al	al	PD(type=indef,position=free)
579	107	sijn	zijn	PD(type=poss,position=prenom)
580	107	heer	heer	NOU-C(number=sg)
581	108	Hi	hij	PD(type=pers,position=free)
582	108	sterf	sterven	VRB(finiteness=fin,tense=past)
583	108	men	men	PD(type=pers,position=free)
584	108	groeffene	graven+hij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
585	108	te	te	ADP(type=pre)
586	108	vileer	vileer	NOU-C(number=sg)
587	109	Sir	sir	NOU-C(number=sg)
588	109	sielen	ziel	NOU-C(number=sg)
589	109	geve	geven	VRB(finiteness=fin,tense=pres)
590	109	God	God	NOU-P
591	109	genade	genade	NOU-C(number=sg)
592	110	Hier	hier	ADV(type=reg)
593	110	met	met	ADP(type=pre)
594	110	swigic	zwijgige	NOU-C(number=sg)
595	110	sire	zijn	PD(type=poss,position=prenom)
596	110	dade	daad	NOU-C(number=sg)
597	111	Doen	toen	CONJ(type=sub)
598	111	hi	hij	PD(type=pers,position=free)
599	111	van	van	ADP(type=pre)
600	111	der	de	PD(type=d-p,subtype=art,position=prenom)
601	111	werelt	wereld	NOU-C(number=sg)
602	111	sciet	scheiden	VRB(finiteness=fin,tense=past)
603	112	Ende	en	CONJ(type=coor)
604	112	sijn	zijn	PD(type=poss,position=prenom)
605	112	sone	zoon	NOU-C(number=sg)
606	112	die	die	PD(type=d-p,position=free)
607	112	Heinric	Heinrik	NOU-P
608	112	hiet	heten	VRB(finiteness=fin,tense=past)
609	113	Bleef	blijven	VRB(finiteness=fin,tense=past)
610	113	Hertoge	hertog	NOU-C(number=sg)
611	113	na	na	ADP(type=pre)
612	113	hem	hij	PD(type=pers,position=free)
613	113	ende	en	CONJ(type=coor)
614	113	heere	heer	NOU-C(number=sg)
615	114	Van	van	ADP(type=pre)
616	114	Brabant	Brabant	NOU-P
617	114	die	die	PD(type=d-p,position=free)
618	114	oec	ook	ADV(type=reg)
619	114	seere	zeer	ADV(type=reg)
620	115	Trecht	trekken	VRB(finiteness=fin,tense=past)
621	115	na	na	ADP(type=pre)
622	115	sijns	zijn	PD(type=poss,position=prenom)
623	115	vader	vader	NOU-C(number=sg)
624	115	aert	aard	NOU-C(number=sg)
625	116	In	in	ADP(type=pre)
626	116	allen	al	PD(type=indef,subtype=oth,position=prenom)
627	116	dogheden	deugd	NOU-C(number=pl)
628	116	want	want	CONJ(type=coor)
629	116	hi	hij	PD(type=pers,position=free)
630	116	wart	worden	VRB(finiteness=fin,tense=past)
631	117	Coene	koen	AA(degree=pos,position=free)
632	117	ende	en	CONJ(type=coor)
633	117	hovesch	hoofs	AA(degree=pos,position=free)
634	117	melde	melde	NOU-C(number=sg)
635	117	ende	en	CONJ(type=coor)
636	117	wert	worden	VRB(finiteness=fin,tense=past)
637	118	Ende	en	CONJ(type=coor)
638	118	in	in	ADP(type=pre)
639	118	allen	al	PD(type=indef,subtype=oth,position=prenom)
640	118	lande	land	NOU-C(number=sg)
641	118	seere	zeer	ADV(type=reg)
642	118	vermeert	vermeren	VRB(finiteness=pastpart)
643	119	Vromich	vromig	AA(degree=pos,position=free)
644	119	van	van	ADP(type=pre)
645	119	tornire	torneren	AA(degree=pos,position=prenom)
646	119	spele	spel	NOU-C(number=sg)
647	120	Dies	dies	ADV(type=reg)
648	120	hi	hij	PD(type=pers,position=free)
649	120	hanteerde	hanteren	VRB(finiteness=fin,tense=past)
650	120	herde	hard	ADV(type=reg)
651	120	vele	veel	PD(type=indef,position=free)
652	121	Van	van	ADP(type=pre)
653	121	lande	land	NOU-C(number=sg)
654	121	te	te	ADP(type=pre)
655	121	lande	land	NOU-C(number=sg)
656	121	met	met	ADP(type=pre)
657	121	grooter	groot	AA(degree=pos,position=prenom)
658	121	eeren	eer	NOU-C(number=sg)
659	122	Maer	maar	CONJ(type=coor)
660	122	owi	ovi	ADV(type=reg)
661	122	hi	hij	PD(type=pers,position=free)
662	122	moeste	moeten	VRB(finiteness=fin,tense=past)
663	122	keeren	keren	VRB(finiteness=inf)
664	123	Jonc	jong	NOU-C(number=sg)
665	123	in	in	ADP(type=pre)
666	123	die	die	PD(type=d-p,subtype=art,position=prenom)
667	123	ghemeine	gemeen	AA(degree=pos,position=prenom)
668	123	vaert	vaart	NOU-C(number=sg)
669	124	Daer	daar	ADV(type=pron)
670	124	die	die	PD(type=d-p,subtype=art,position=prenom)
671	124	doot	dood	NOU-C(number=sg)
672	124	af	af	ADV(type=pron)
673	124	en	ne	ADV(type=reg)
674	124	spaert	sparen	VRB(finiteness=fin,tense=pres)
675	125	Noch	noch	CONJ(type=coor)
676	125	die	die	PD(type=d-p,subtype=art,position=prenom)
677	125	arme	arm	AA(degree=pos,position=prenom)
678	125	noch	noch	CONJ(type=coor)
679	125	die	die	PD(type=d-p,subtype=art,position=prenom)
680	125	rike	rijk	AA(degree=pos,position=prenom)
681	126	God	God	NOU-P
682	126	moete	moeten	VRB(finiteness=fin,tense=pres)
683	126	sijn	zijn	PD(type=poss,position=prenom)
684	126	siele	ziel	NOU-C(number=sg)
685	126	ewelike	eeuwelijk	ADV(type=reg)
686	127	Om	om	ADP(type=pre)
687	127	sine	zijn	PD(type=poss,position=prenom)
688	127	ghenade	genade	NOU-C(number=sg)
689	127	leiden	leiden	VRB(finiteness=inf)
690	127	daer	daar	ADV(type=reg)
691	128	Daer	daar	ADV(type=reg)
692	128	die	die	PD(type=d-p,subtype=art,position=prenom)
693	128	bliscap	blijdschap	NOU-C(number=sg)
694	128	es	zijn	VRB(finiteness=fin,tense=pres)
695	128	ghewaer	gewaar	AA(degree=pos,position=free)
696	129	Want	want	CONJ(type=coor)
697	129	hier	hier	ADV(type=reg)
698	129	es	zijn	VRB(finiteness=fin,tense=pres)
699	129	men	men	PD(type=pers,position=free)
700	129	onlange	onlang	ADV(type=reg)
701	129	blide	blijden	VRB(finiteness=fin,tense=past)
702	130	Daer	daar	ADV(type=pron)
703	130	bi	bij	ADV(type=pron)
704	130	te	te	ADP(type=pre)
705	130	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
706	130	tide	tijd	NOU-C(number=sg)
707	131	Moeste	moeten	VRB(finiteness=fin,tense=past)
708	131	hi	hij	PD(type=pers,position=free)
709	131	dese	deze	PD(type=d-p,subtype=oth,position=prenom)
710	131	werelt	wereld	NOU-C(number=sg)
711	131	begeven	begeven	VRB(finiteness=inf)
712	132	Dat	dat	PD(type=d-p,position=free)
713	132	hem	hij	PD(type=pers,position=free)
714	132	soude	zullen	VRB(finiteness=fin,tense=past)
715	132	hebben	hebben	VRB(finiteness=inf)
716	132	sijn	zijn	PD(type=poss,position=prenom)
717	132	leven	leven	NOU-C(number=sg)
718	133	Ter	ter	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
719	133	bliscap	blijdschap	NOU-C(number=sg)
720	133	best	goed	AA(degree=sup,position=free)
721	133	ghedogen	gedogen	VRB(finiteness=pastpart)
722	134	Van	van	ADP(type=pre)
723	134	Borgonsen	Borgonsen	NOU-P
724	134	tsertogen	het+sertogen	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
725	135	Dochter	dochter	NOU-C(number=sg)
726	135	hadde	hebben	VRB(finiteness=fin,tense=past)
727	135	hi	hij	PD(type=pers,position=free)
728	135	te	te	ADP(type=pre)
729	135	wive	wijven	VRB(finiteness=inf)
730	136	Die	die	PD(type=d-p,position=free)
731	136	liet	laten	VRB(finiteness=fin,tense=past)
732	136	hi	hij	PD(type=pers,position=free)
733	136	weduwe	weduwe	NOU-C(number=sg)
734	136	na	na	ADP(type=pre)
735	136	sinen	zijn	PD(type=poss,position=prenom)
736	136	live	lijf	NOU-C(number=sg)
737	137	Met	met	ADP(type=pre)
738	137	viere	vier	NUM(type=card,position=prenom,representation=let)
739	137	iongen	jong	NOU-C(number=pl)
740	137	weesen	wezen	VRB(finiteness=inf)
741	138	Daer	daar	ADV(type=pron)
742	138	Brabant	Brabant	NOU-P
743	138	bi	bij	ADV(type=pron)
744	138	in	in	ADP(type=pre)
745	138	vreesen	vrees	NOU-C(number=sg)
746	139	Bleef	blijven	VRB(finiteness=fin,tense=past)
747	139	ende	en	CONJ(type=coor)
748	139	in	in	ADP(type=pre)
749	139	verdriete	verdriet	NOU-C(number=sg)
750	139	groot	groot	AA(degree=pos,position=free)
751	140	Want	want	CONJ(type=coor)
752	140	het	het	PD(type=pers,position=free)
753	140	geviel	gevallen	VRB(finiteness=fin,tense=past)
754	140	na	na	ADP(type=pre)
755	140	sine	zijn	PD(type=poss,position=prenom)
756	140	doot	dood	NOU-C(number=sg)
757	141	Dat	dat	CONJ(type=sub)
758	141	her	her	NOU-C(number=sg)
759	141	Heinric	Heinrik	NOU-P
760	141	sijn	zijn	PD(type=poss,position=prenom)
761	141	broeder	broeder	NOU-C(number=sg)
762	142	Van	van	ADP(type=pre)
763	142	vader	vader	NOU-C(number=sg)
764	142	ende	en	CONJ(type=coor)
765	142	niet	niet	ADV(type=reg)
766	142	van	van	ADP(type=pre)
767	142	moeder	moeder	NOU-C(number=sg)
768	143	Die	die	PD(type=d-p,subtype=art,position=prenom)
769	143	lantgrave	landgraaf	NOU-C(number=sg)
770	143	van	van	ADP(type=pre)
771	143	Doringen	Thüringen	NOU-P
772	144	Niet	niet	ADV(type=reg)
773	144	en	ne	ADV(type=reg)
774	144	conste	kunnen	VRB(finiteness=fin,tense=past)
775	144	toe	toegespreken	VRB(finiteness=inf)
776	144	bringen	brengen	VRB(finiteness=inf)
777	145	Dat	dat	CONJ(type=sub)
778	145	hi	hij	PD(type=pers,position=free)
779	145	montbore	mondboor	AA(degree=pos,position=free)
780	145	ware	zijn	VRB(finiteness=fin,tense=past)
781	145	bleven	blijven	VRB(finiteness=pastpart)
782	146	Van	van	ADP(type=pre)
783	146	Brabant	Brabant	NOU-P
784	146	Doe	toen	CONJ(type=sub)
785	146	hijt	hij+het	PD(type=pers,position=free)+PD(type=pers,position=free)
786	146	begeven	begeven	VRB(finiteness=inf)
787	147	Moeste	moeten	VRB(finiteness=fin,tense=past)
788	147	ende	en	CONJ(type=coor)
789	147	uten	uit+dat	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
790	147	lande	land	NOU-C(number=sg)
791	147	keerde	keren	VRB(finiteness=fin,tense=past)
792	148	Alsoe	alzo	ADV(type=reg)
793	148	alse	als	CONJ(type=sub)
794	148	lantrecht	landrecht	NOU-C(number=sg)
795	148	leerde	leren	VRB(finiteness=fin,tense=past)
796	149	Woude	willen	VRB(finiteness=fin,tense=past)
797	149	op	op	ADP(type=pre)
798	149	rechten	rechten	VRB(finiteness=inf)
799	149	sine	zijn	PD(type=poss,position=prenom)
800	149	gebreke	gebrek	NOU-C(number=sg)
801	150	Her	her	NOU-C(number=sg)
802	150	Heinric	Heinrik	NOU-P
803	150	van	van	ADP(type=pre)
804	150	Gaesbeke	Gaesbek	NOU-P
805	151	Ende	en	CONJ(type=coor)
806	151	montbore	Montbore	NOU-P
807	151	sijn	zijn	VRB(finiteness=fin,tense=pres)
808	151	metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
809	151	rechte	rechte	NOU-C(number=sg)
810	152	Want	want	CONJ(type=coor)
811	152	van	van	ADP(type=pre)
812	152	geborte	gebeurte	NOU-C(number=sg)
813	152	ende	en	CONJ(type=coor)
814	152	van	van	ADP(type=pre)
815	152	geslechte	geslacht	NOU-C(number=sg)
816	153	Was	zijn	VRB(finiteness=fin,tense=past)
817	153	hi	hij	PD(type=pers,position=free)
818	153	te	te	ADP(type=pre)
819	153	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
820	153	tide	tijd	NOU-C(number=sg)
821	154	Die	die	PD(type=d-p,subtype=art,position=prenom)
822	154	naeste	naaste	NOU-C(number=sg)
823	154	vander	van+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
824	154	swert	zwart	AA(degree=pos,position=prenom)
825	154	siden	zijde	NOU-C(number=sg)
826	155	Doet	doen	CONJ(type=sub)
827	155	die	die	PD(type=d-p,subtype=art,position=prenom)
828	155	lantgrave	landgraaf	NOU-C(number=sg)
829	155	begaf	begeven	VRB(finiteness=fin,tense=past)
830	156	Diere	dijn	PD(type=d-p,position=free)+ADV(type=pron)
831	156	montbore	Montbore	NOU-P
832	156	soude	zullen	VRB(finiteness=fin,tense=past)
833	156	sijn	zijn	VRB(finiteness=inf)
834	156	af	af	ADV(type=reg)
835	157	Grave	graf	NOU-C(number=sg)
836	157	Otte	Otte	NOU-P
837	157	van	van	ADP(type=pre)
838	157	Gelre	Gelre	NOU-P
839	157	ende	en	CONJ(type=coor)
840	157	sijn	zijn	PD(type=poss,position=prenom)
841	157	broeder	broeder	NOU-C(number=sg)
842	158	Bisscop	bisschop	NOU-C(number=sg)
843	158	Heinric	Heinrik	NOU-P
844	158	van	van	ADP(type=pre)
845	158	hare	haar	PD(type=poss,position=prenom)
846	158	moeder	moeder	NOU-C(number=sg)
847	159	Waren	zijn	VRB(finiteness=fin,tense=past)
848	159	si	zij	PD(type=pers,position=free)
849	159	alse	als	CONJ(type=sub)
850	159	na	na	ADP(type=pre)
851	159	belanc	belang	NOU-C(number=sg)
852	160	Den	de	PD(type=d-p,subtype=art,position=prenom)
853	160	weesen	wees	NOU-C(number=sg)
854	160	doe	toen	ADV(type=reg)
855	160	van	van	ADP(type=pre)
856	160	Brabant	Brabant	NOU-P
857	161	Alse	als	CONJ(type=sub)
858	161	van	van	ADP(type=pre)
859	161	Gaesbeke	Gaesbek	NOU-P
860	161	was	zijn	VRB(finiteness=fin,tense=past)
861	161	haer	haar	PD(type=poss,position=prenom)
862	161	neve	neef	NOU-C(number=sg)
863	162	Die	die	PD(type=d-p,position=free)
864	162	rieden	raden	VRB(finiteness=fin,tense=past)
865	162	hem	hij	PD(type=pers,position=free)
866	162	beide	beide	PD(type=indef,position=free)
867	162	dat	dat	CONJ(type=sub)
868	162	hi	hij	PD(type=pers,position=free)
869	162	bleve	blijven	VRB(finiteness=fin,tense=past)
870	163	Van	van	ADP(type=pre)
871	163	Brabant	Brabant	NOU-P
872	163	montbore	momber	NOU-C(number=sg)
873	164	Want	want	CONJ(type=coor)
874	164	hi	hij	PD(type=pers,position=free)
875	164	ware	zijn	VRB(finiteness=fin,tense=past)
876	164	gerechte	gerecht	AA(degree=pos,position=prenom)
877	164	ore	oor	NOU-C(number=sg)
878	165	Doen	toen	CONJ(type=sub)
879	165	si	zij	PD(type=pers,position=free)
880	165	hem	hij	PD(type=pers,position=free)
881	165	dat	dat	PD(type=d-p,position=free)
882	165	hadden	hebben	VRB(finiteness=fin,tense=past)
883	165	gheraden	geraden	VRB(finiteness=pastpart)
884	166	Stonden	staan	VRB(finiteness=fin,tense=past)
885	166	si	zij	PD(type=pers,position=free)
886	166	daer	daar	ADV(type=pron)
887	166	na	na	ADV(type=pron)
888	166	met	met	ADP(type=pre)
889	166	daden	daad	NOU-C(number=pl)
890	167	Datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
891	167	selve	zelf	PD(type=d-p,position=free)
892	167	wouden	willen	VRB(finiteness=fin,tense=past)
893	167	bliven	blijven	VRB(finiteness=inf)
894	168	Montbore	momber	NOU-C(number=sg)
895	168	ende	en	CONJ(type=coor)
896	168	verdriven	verdrijven	VRB(finiteness=inf)
897	169	Haren	haar	PD(type=poss,position=prenom)
898	169	neve	neef	NOU-C(number=sg)
899	169	daer	daar	ADV(type=pron)
900	169	af	heffen	VRB(finiteness=fin,tense=past)
901	169	met	met	ADP(type=pre)
902	169	crachte	kracht	NOU-C(number=sg)
903	170	Diere	dijn	PD(type=d-p,position=free)+ADV(type=pron)
904	170	weesen	wezen	VRB(finiteness=fin,tense=past)
905	170	moeder	moeder	NOU-C(number=sg)
906	170	dachte	denken	VRB(finiteness=fin,tense=past)
907	171	Die	die	PD(type=d-p,subtype=art,position=prenom)
908	171	hertoghinne	hertogin	NOU-C(number=sg)
909	171	Alijs	Alijs	NOU-P
910	172	Die	die	PD(type=d-p,position=free)
911	172	bedachtich	bedachtig	AA(degree=pos,position=free)
912	172	was	zijn	VRB(finiteness=fin,tense=past)
913	172	ende	en	CONJ(type=coor)
914	172	wijs	wijs	AA(degree=pos,position=free)
915	173	Dat	dat	CONJ(type=sub)
916	173	en	ne	ADV(type=reg)
917	173	gheen	gene	PD(type=indef,position=free)
918	173	van	van	ADP(type=pre)
919	173	alle	al	PD(type=indef,position=free)
920	173	desen	deze	PD(type=d-p,position=free)
921	174	Des	de	PD(type=d-p,subtype=art,position=prenom)
922	174	lants	land	NOU-C(number=sg)
923	174	orboer	oorbaar	NOU-C(number=sg)
924	174	en	ne	ADV(type=reg)
925	174	soude	zullen	VRB(finiteness=fin,tense=past)
926	174	wesen	wezen	VRB(finiteness=inf)
927	175	Daer	daar	ADV(type=pron)
928	175	bi	bij	ADV(type=pron)
929	175	ginc	gaan	VRB(finiteness=fin,tense=past)
930	175	si	zij	PD(type=pers,position=free)
931	175	doen	doen	VRB(finiteness=inf)
932	175	viseren	viseren	VRB(finiteness=inf)
933	176	Dat	dat	CONJ(type=sub)
934	176	si	zij	PD(type=pers,position=free)
935	176	elken	elk	PD(type=indef,position=free)
936	176	met	met	ADP(type=pre)
937	176	anderen	ander	PD(type=indef,position=free)
938	176	soude	zullen	VRB(finiteness=fin,tense=past)
939	176	weren	weren	VRB(finiteness=inf)
940	177	Van	van	ADP(type=pre)
941	177	al	al	PD(type=indef,position=free)
942	177	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
943	177	heeren	heer	NOU-C(number=pl)
944	177	die	die	PD(type=d-p,position=free)
945	177	doen	doen	VRB(finiteness=inf)
946	177	wouden	willen	VRB(finiteness=fin,tense=past)
947	178	Die	die	PD(type=d-p,subtype=art,position=prenom)
948	178	montborscap	mondboorschap	NOU-C(number=sg)
949	178	van	van	ADP(type=pre)
950	178	Brabant	Brabant	NOU-P
951	178	houden	houden	VRB(finiteness=fin,tense=pres)
952	179	Nu	nu	ADV(type=reg)
953	179	hoort	horen	VRB(finiteness=fin,tense=pres)
954	179	wat	wat	PD(type=w-p,position=free)
955	179	die	die	PD(type=d-p,subtype=art,position=prenom)
956	179	hertoginne	hertogin	NOU-C(number=sg)
957	180	Die	die	PD(type=d-p,position=free)
958	180	vorsienich	voorzienig	AA(degree=pos,position=free)
959	180	was	zijn	VRB(finiteness=fin,tense=past)
960	180	van	van	ADP(type=pre)
961	180	sinne	zin	NOU-C(number=sg)
962	181	Met	met	ADP(type=pre)
963	181	desen	deze	PD(type=d-p,subtype=oth,position=prenom)
964	181	heeren	heer	NOU-C(number=pl)
965	181	doen	toen	ADV(type=reg)
966	181	dede	doen	VRB(finiteness=fin,tense=past)
967	182	Int	in+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
968	182	begin	begin	NOU-C(number=sg)
969	182	maecte	maken	VRB(finiteness=fin,tense=past)
970	182	si	zij	PD(type=pers,position=free)
971	182	vrede	vrede	NOU-C(number=sg)
972	183	Metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
973	183	grave	graf	NOU-C(number=sg)
974	183	Otten	Otten	NOU-P
975	183	van	van	ADP(type=pre)
976	183	Gelre	Gelre	NOU-P
977	184	Met	met	ADP(type=pre)
978	184	bisscop	bisschop	NOU-C(number=sg)
979	184	Heinrike	Heinrik	NOU-P
980	184	ende	en	CONJ(type=coor)
981	184	oec	ook	ADV(type=reg)
982	184	elre	el	PD(type=indef,position=free)
983	185	Met	met	ADP(type=pre)
984	185	andren	ander	PD(type=indef,subtype=oth,position=prenom)
985	185	heeren	heer	NOU-C(number=pl)
986	185	na	na	ADV(type=reg)
987	185	ende	en	CONJ(type=coor)
988	185	bi	bij	ADV(type=reg)
989	186	Daer	daar	ADV(type=pron)
990	186	nae	na	ADV(type=pron)
991	186	thoenese	tonen+zij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
992	186	dat	dat	CONJ(type=sub)
993	186	si	zij	PD(type=pers,position=free)
994	187	Heeren	heer	NOU-C(number=sg)
995	187	Heinrike	Heinrik	NOU-P
996	187	was	zijn	VRB(finiteness=fin,tense=past)
997	187	verbolgen	verbelgen	VRB(finiteness=pastpart)
998	188	Van	van	ADP(type=pre)
999	188	Gaesbeke	Gaesbek	NOU-P
1000	188	ende	en	CONJ(type=coor)
1001	188	dede	doen	VRB(finiteness=fin,tense=past)
1002	188	haer	zij	PD(type=pers,position=free)
1003	188	volgen	volgen	VRB(finiteness=inf)
1004	189	Den	de	PD(type=d-p,subtype=art,position=prenom)
1005	189	grave	graf	NOU-C(number=sg)
1006	189	van	van	ADP(type=pre)
1007	189	Gelre	Gelre	NOU-P
1008	189	ende	en	CONJ(type=coor)
1009	189	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
1010	189	bisscop	bisschop	NOU-C(number=sg)
1011	190	Van	van	ADP(type=pre)
1012	190	Ludeke	Luik	NOU-P
1013	190	sinen	zijn	PD(type=poss,position=prenom)
1014	190	broeder	broeder	NOU-C(number=sg)
1015	190	op	op	ADP(type=pre)
1016	191	Dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
1017	191	van	van	ADP(type=pre)
1018	191	Gaesbeke	Gaesbek	NOU-P
1019	191	datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
1020	191	storden	storen	VRB(finiteness=fin,tense=past)
1021	192	Ende	en	CONJ(type=coor)
1022	192	daer	daar	ADV(type=pron)
1023	192	na	na	ADV(type=pron)
1024	192	cortelinghe	korteling	ADV(type=reg)
1025	192	worden	worden	VRB(finiteness=fin,tense=pres)
1026	193	Die	die	PD(type=d-p,subtype=art,position=prenom)
1027	193	bisscop	bisschop	NOU-C(number=sg)
1028	193	ende	en	CONJ(type=coor)
1029	193	die	die	PD(type=d-p,subtype=art,position=prenom)
1030	193	grave	graf	NOU-C(number=sg)
1031	193	beide	beide	PD(type=indef,position=free)
1032	194	Uut	uit	ADP(type=pre)
1033	194	Brabant	Brabant	NOU-P
1034	194	met	met	ADP(type=pre)
1035	194	behindicheide	behindigheid	NOU-C(number=sg)
1036	195	Van	van	ADP(type=pre)
1037	195	diere	die	PD(type=d-p,subtype=oth,position=prenom)
1038	195	montborescap	mondboordschap	NOU-C(number=sg)
1039	195	gedaen	doen	VRB(finiteness=pastpart)
1040	196	Want	want	CONJ(type=coor)
1041	196	selve	zelf	PD(type=d-p,position=free)
1042	196	woude	willen	VRB(finiteness=fin,tense=past)
1043	196	sijt	zij+het	PD(type=pers,position=free)+PD(type=pers,position=free)
1044	196	onderstaen	onderstaan	VRB(finiteness=inf)
1045	197	Die	die	PD(type=d-p,subtype=art,position=prenom)
1046	197	hertoginne	hertogin	NOU-C(number=sg)
1047	197	vrouwe	vrouwe	NOU-C(number=sg)
1048	197	Aleys	Alees	NOU-P
1049	198	Heeren	heer	NOU-P
1050	198	Godevaerde	Godevaarde	NOU-P
1051	198	van	van	ADP(type=pre)
1052	198	Parweys	Parweis	NOU-P
1053	199	Ende	en	CONJ(type=coor)
1054	199	heeren	heer	NOU-C(number=pl)
1055	199	Wouter	Wouter	NOU-P
1056	199	Berthoude	Berthoude	NOU-P
1057	200	Riep	roepen	VRB(finiteness=fin,tense=past)
1058	200	si	zij	PD(type=pers,position=free)
1059	200	te	te	ADP(type=pre)
1060	200	rade	raad	NOU-C(number=sg)
1061	200	ende	en	CONJ(type=coor)
1062	200	woude	willen	VRB(finiteness=fin,tense=past)
1063	201	Met	met	ADP(type=pre)
1064	201	hare	haar	PD(type=poss,position=prenom)
1065	201	hulpen	hulp	NOU-C(number=sg)
1066	201	Brabant	Brabant	NOU-P
1067	202	Selve	zelf	PD(type=d-p,position=free)
1068	202	behouden	behouden	VRB(finiteness=inf)
1069	202	in	in	ADP(type=pre)
1070	202	hare	haar	PD(type=poss,position=prenom)
1071	202	hant	hand	NOU-C(number=sg)
1072	203	Tote	tot	ADP(type=pre)
1073	203	dat	dat	CONJ(type=sub)
1074	203	haer	haar	PD(type=poss,position=prenom)
1075	203	kinder	kind	NOU-C(number=pl)
1076	203	daer	daar	ADV(type=pron)
1077	203	toe	toe	ADV(type=pron)
1078	203	dochten	dunken	VRB(finiteness=fin,tense=past)
1079	204	Dat	dat	CONJ(type=sub)
1080	204	sijt	zij+het	PD(type=pers,position=free)+PD(type=pers,position=free)
1081	204	selve	zelf	PD(type=d-p,position=free)
1082	204	berechten	berechten	VRB(finiteness=inf)
1083	204	mochten	mogen	VRB(finiteness=fin,tense=past)
1084	205	Her	her	NOU-C(number=sg)
1085	205	Godevaert	Godevaart	NOU-P
1086	205	van	van	ADP(type=pre)
1087	205	Parweis	Parweis	NOU-P
1088	205	starf	sterven	VRB(finiteness=fin,tense=pres)
1089	206	Daer	daar	ADV(type=pron)
1090	206	na	na	ADV(type=pron)
1091	206	sciere	schier	ADV(type=reg)
